Month,Day,Hour,Day of Week,Volume,Occupancy
9.0,22.0,22.0,5.0,-0.1273647437516832,-0.3432029480153025
9.0,22.0,23.0,5.0,-0.3791608459975707,-0.42787423931471896
9.0,23.0,0.0,6.0,-0.8396372795568308,-0.664953854953085
9.0,23.0,1.0,6.0,-1.0172742557987924,-0.7157566297327349
9.0,23.0,2.0,6.0,-1.1414476760844356,-0.8173621792920346
9.0,23.0,3.0,6.0,-1.2069836479018585,-0.8173621792920346
9.0,23.0,4.0,6.0,-1.2880412972549866,-0.8173621792920346
9.0,23.0,5.0,6.0,-1.2914905589295878,-0.8173621792920346
9.0,23.0,6.0,6.0,-1.0724624425924116,-0.7665594045123848
9.0,23.0,7.0,6.0,-0.696492920060881,-0.5972168219135519
9.0,23.0,8.0,6.0,-0.3101756125055467,-0.42787423931471896
9.0,23.0,9.0,6.0,0.5055747735376368,-0.07225481585716986
9.0,23.0,10.0,6.0,0.6159511471248751,-0.038386299337403285
9.0,23.0,11.0,6.0,0.8073851700652417,0.08015350848177975
9.0,23.0,12.0,6.0,1.283383281160207,0.3002988658602625
9.0,23.0,13.0,6.0,1.5662227384775054,0.4865757067189787
9.0,23.0,14.0,6.0,1.5041360283346839,0.46964144845909545
9.0,23.0,15.0,6.0,1.533454752568794,0.41883867367944555
9.0,23.0,16.0,6.0,1.1971517392951772,0.21562757456084608
9.0,23.0,17.0,6.0,1.305803482045115,0.3511016406399124
9.0,23.0,18.0,6.0,1.0143408705413135,0.6728525475776949
9.0,23.0,19.0,6.0,0.7487477215970213,0.8083266136567612
9.0,23.0,20.0,6.0,1.1471374450134597,0.2664303493404959
9.0,23.0,21.0,6.0,0.2606771946409517,-0.1738603654164696
9.0,23.0,22.0,6.0,-0.09459675784297181,-0.32626868975541923
9.0,23.0,23.0,6.0,-0.18427756138260298,-0.3940057227949524
9.0,24.0,0.0,6.0,-0.6326815790807588,-0.546414047133902
9.0,24.0,1.0,6.0,-0.9534629148186703,-0.6988223714728516
9.0,24.0,2.0,6.0,-1.0552161342194057,-0.7665594045123848
9.0,24.0,3.0,6.0,-1.1724910311558465,-0.8173621792920346
9.0,24.0,4.0,6.0,-1.2845920355803855,-0.8173621792920346
9.0,24.0,5.0,6.0,-1.2897659280922873,-0.8173621792920346
9.0,24.0,6.0,6.0,-1.174215661993147,-0.8004279210321513
9.0,24.0,7.0,6.0,-0.3584652759499635,-0.46174275583448554
9.0,24.0,8.0,6.0,-0.8534343262552355,-0.6818881132129683
9.0,24.0,9.0,6.0,-0.5792180231244403,-0.546414047133902
9.0,24.0,10.0,6.0,0.02095350825616835,-0.32626868975541923
9.0,24.0,11.0,6.0,0.9763989921207004,0.21562757456084608
9.0,24.0,12.0,6.0,0.8884428194183699,0.09708776674166304
9.0,24.0,13.0,6.0,0.8815442960691674,0.3341673823800291
9.0,24.0,14.0,6.0,0.969500468771498,0.1478905415213129
9.0,24.0,15.0,6.0,0.8384285251366524,0.08015350848177975
9.0,24.0,16.0,6.0,0.7918634925295363,-0.021452041077519992
9.0,24.0,17.0,6.0,1.0660797956603316,0.1817590580410795
9.0,24.0,18.0,6.0,0.8953413427675723,0.09708776674166304
9.0,24.0,19.0,6.0,0.7263275207121135,0.029350733702129875
9.0,24.0,20.0,6.0,-0.04458246356125443,-0.3093344314955359
9.0,24.0,21.0,6.0,-0.4050303085570797,-0.4786770140943688
9.0,24.0,22.0,6.0,-0.8241156020211253,-0.6480195966932017
9.0,24.0,23.0,6.0,-1.053491503382105,-0.7496251462525014
9.0,25.0,0.0,1.0,-1.208708278739159,-0.8173621792920346
9.0,25.0,1.0,1.0,-1.2966644514414896,-0.8173621792920346
9.0,25.0,2.0,1.0,-1.3449541148859063,-0.8173621792920346
9.0,25.0,3.0,1.0,-1.3501280073978081,-0.8173621792920346
9.0,25.0,4.0,1.0,-1.338055591536704,-0.8173621792920346
9.0,25.0,5.0,1.0,-1.2121575404137601,-0.8004279210321513
9.0,25.0,6.0,1.0,-0.5964643314974463,-0.5633483053937853
9.0,25.0,7.0,1.0,0.935007852025486,0.1309562832614296
9.0,25.0,8.0,1.0,1.0747029498468346,0.6897868058375782
9.0,25.0,9.0,1.0,2.309538629354064,0.6457577343618818
9.0,25.0,10.0,1.0,1.1195433516166502,0.23256183282072937
9.0,25.0,11.0,1.0,0.8453270484858548,0.08015350848177975
9.0,25.0,12.0,1.0,0.7470230907597207,0.04628499196201317
9.0,25.0,13.0,1.0,0.891892081092971,0.1309562832614296
9.0,25.0,14.0,1.0,0.7263275207121135,0.04628499196201317
9.0,25.0,15.0,1.0,0.7108058431764082,0.012416475442246586
9.0,25.0,16.0,1.0,0.9763989921207004,0.16482479978119619
9.0,25.0,17.0,1.0,0.9039644969540752,0.8421951301765278
9.0,25.0,18.0,1.0,-0.04630709439855502,1.0115377127753606
9.0,25.0,19.0,1.0,0.552139806144753,0.21562757456084608
9.0,25.0,20.0,1.0,0.03819981662917434,-0.27546591497576933
9.0,25.0,21.0,1.0,-0.6430293641045625,-0.546414047133902
9.0,25.0,22.0,1.0,-0.8499850645806344,-0.6480195966932017
9.0,25.0,23.0,1.0,-1.0448683491956021,-0.7326908879926182
9.0,26.0,0.0,2.0,-1.208708278739159,-0.8004279210321513
9.0,26.0,1.0,2.0,-1.3018383439533914,-0.8173621792920346
9.0,26.0,2.0,2.0,-1.346678745723207,-0.8173621792920346
9.0,26.0,3.0,2.0,-1.346678745723207,-0.8173621792920346
9.0,26.0,4.0,2.0,-1.3501280073978081,-0.8173621792920346
9.0,26.0,5.0,2.0,-1.231128479624067,-0.8173621792920346
9.0,26.0,6.0,2.0,-0.5705948689379372,-0.546414047133902
9.0,26.0,7.0,2.0,0.7435738290851195,0.4019044154195623
9.0,26.0,8.0,2.0,-0.3394943367396569,1.4518284275323263
9.0,26.0,9.0,2.0,0.8505009409977566,3.246859803079955
9.0,26.0,10.0,2.0,0.8522255718350572,0.5204442232387453
9.0,26.0,11.0,2.0,0.9626019454222956,0.1986933163009628
9.0,26.0,12.0,2.0,1.0160655013786142,0.1986933163009628
9.0,26.0,13.0,2.0,0.8332546326247506,0.08015350848177975
9.0,26.0,14.0,2.0,0.7177043665256105,0.1986933163009628
9.0,26.0,15.0,2.0,0.8384285251366524,0.1817590580410795
9.0,26.0,16.0,2.0,0.6021541004264703,0.503509964978862
9.0,26.0,17.0,2.0,0.9470802678865903,0.6728525475776949
9.0,26.0,18.0,2.0,0.5210964510733421,1.841316367509642
9.0,26.0,19.0,2.0,0.9919206696564058,0.5373784814986285
9.0,26.0,20.0,2.0,0.1503008210537133,0.5712469980183952
